-----------------------------------
Adversarial Strategy: ds
Global Inter arrival: 10.0
adversary fraction: 0.3333333333333333
Block Processing Time: 5.0
-----------------------------------
itr,QueueLen,ConstTh,ResetTh,NumBlocks,NumAttack,NumSuccessAttack,fracSuccessAttack,SimTime
43,15,15,64,124683341,1000000,40941,0.040941,526.0340089999991
44,15,15,64,124648031,1000000,41248,0.041248,525.9309509999985
45,15,15,64,124640841,1000000,41083,0.041083,522.803560999997
46,15,15,64,124611953,1000000,41360,0.04136,529.0841689999979
47,15,15,64,124639237,1000000,41087,0.041087,525.770962999999
48,15,15,64,124699258,1000000,40889,0.040889,534.962137999999
49,15,15,64,124642969,1000000,41281,0.041281,558.6639020000002
50,15,15,64,124659932,1000000,41088,0.041088,559.119029999998
51,15,15,64,124673579,1000000,41153,0.041153,552.6261379999996
52,15,15,64,124638041,1000000,41459,0.041459,560.915447000003
53,15,15,64,124548315,1000000,41654,0.041654,555.1971090000006
54,15,15,64,124645803,1000000,41335,0.041335,530.5359659999995
55,15,15,64,124625957,1000000,41153,0.041153,535.9744630000023
56,15,15,64,124629314,1000000,41466,0.041466,532.011429000002
57,15,15,64,124660659,1000000,41058,0.041058,529.0020140000015
58,15,15,64,124646136,1000000,41146,0.041146,523.4541850000023
59,15,15,64,124633480,1000000,41534,0.041534,528.6894310000025
60,15,15,64,124663534,1000000,41157,0.041157,534.3615819999977
61,15,15,64,124651134,1000000,41080,0.04108,527.2971150000012
62,15,15,64,124565052,1000000,41738,0.041738,529.0803680000026
63,15,15,64,124666519,1000000,40935,0.040935,530.9348440000031
64,15,15,64,124640238,1000000,41272,0.041272,532.1412520000013
65,15,15,64,124634124,1000000,41244,0.041244,527.8648199999952
66,15,15,64,124674035,1000000,41215,0.041215,537.4328650000025
67,15,15,64,124668688,1000000,41166,0.041166,536.9708390000014
68,15,15,64,124652508,1000000,41159,0.041159,523.9059320000015
69,15,15,64,124674897,1000000,41198,0.041198,522.916667000005
70,15,15,64,124650470,1000000,41153,0.041153,522.3451399999976
71,15,15,64,124694097,1000000,40795,0.040795,522.8644119999954
72,15,15,64,124666144,1000000,41102,0.041102,522.4405269999988
73,15,15,64,124690128,1000000,41223,0.041223,524.2453759999989
74,15,15,64,124572543,1000000,41466,0.041466,523.3818199999951
75,15,15,64,124720192,1000000,40811,0.040811,522.5196270000015
76,15,15,64,124604141,1000000,41452,0.041452,523.3478959999993
77,15,15,64,124648971,1000000,41170,0.04117,523.2925099999993
78,15,15,64,124640491,1000000,41367,0.041367,523.358988999993
79,15,15,64,124631999,1000000,41212,0.041212,522.661039999999
80,15,15,64,124640121,1000000,41141,0.041141,523.6045030000023
81,15,15,64,124594354,1000000,41792,0.041792,523.1329170000026
82,15,15,64,124634757,1000000,41094,0.041094,523.0240049999993
83,15,15,64,124631374,1000000,41202,0.041202,522.4149919999982
84,15,15,64,124677744,1000000,40899,0.040899,522.2123240000001
85,15,15,64,124657366,1000000,41192,0.041192,523.5891909999991
86,15,15,64,124622773,1000000,41334,0.041334,521.6606650000031
87,15,15,64,124628976,1000000,41078,0.041078,521.8449990000008
88,15,15,64,124621470,1000000,41348,0.041348,522.5560250000053
89,15,15,64,124620961,1000000,41100,0.0411,522.2052289999992
90,15,15,64,124669697,1000000,41050,0.04105,523.2126690000005
91,15,15,64,124629198,1000000,41449,0.041449,523.2044660000029
92,15,15,64,124586032,1000000,41765,0.041765,524.2990659999996
93,15,15,64,124621433,1000000,41293,0.041293,524.2301829999997
94,15,15,64,124641726,1000000,41286,0.041286,522.2690220000004
95,15,15,64,124591186,1000000,41405,0.041405,523.2866439999998
96,15,15,64,124679017,1000000,41023,0.041023,522.3011560000014
97,15,15,64,124673495,1000000,41015,0.041015,523.8467289999971
98,15,15,64,124689645,1000000,40967,0.040967,522.7100429999991
99,15,15,64,124652687,1000000,41231,0.041231,522.1801859999978
