-----------------------------------
Adversarial Strategy: ds
Global Inter arrival: 10.0
adversary fraction: 0.3333333333333333
Block Processing Time: 5.0
-----------------------------------
itr,QueueLen,ConstTh,ResetTh,NumBlocks,NumAttack,NumSuccessAttack,fracSuccessAttack,SimTime
0,15,35,64,129668945,1000000,2804,0.002804,621.668535
1,15,35,64,129630396,1000000,2829,0.002829,629.893317
2,15,35,64,129647164,1000000,2898,0.002898,628.5704780000001
3,15,35,64,129638038,1000000,2742,0.002742,625.3470070000001
4,15,35,64,129680238,1000000,2705,0.002705,624.2000010000002
5,15,35,64,129678957,1000000,2929,0.002929,625.1022050000001
6,15,35,64,129653842,1000000,2832,0.002832,620.6490039999999
7,15,35,64,129645602,1000000,2860,0.00286,608.3647360000004
8,15,35,64,129642853,1000000,2842,0.002842,603.7132430000001
9,15,35,64,129627069,1000000,2812,0.002812,602.6419450000003
-----------------------------------
Adversarial Strategy: ds
Global Inter arrival: 10.0
adversary fraction: 0.3333333333333333
Block Processing Time: 5.0
-----------------------------------
itr,QueueLen,ConstTh,ResetTh,NumBlocks,NumAttack,NumSuccessAttack,fracSuccessAttack,SimTime
0,15,35,64,129668945,1000000,2804,0.002804,590.0720349999901
1,15,35,64,129630396,1000000,2829,0.002829,594.106483999989
2,15,35,64,129647164,1000000,2898,0.002898,591.8993880000053
3,15,35,64,129638038,1000000,2742,0.002742,589.95159099999
4,15,35,64,129680238,1000000,2705,0.002705,593.3666990000056
5,15,35,64,129678957,1000000,2929,0.002929,591.5961299999908
6,15,35,64,129653842,1000000,2832,0.002832,590.1103500000027
7,15,35,64,129645602,1000000,2860,0.00286,589.8801999999996
8,15,35,64,129642853,1000000,2842,0.002842,587.6406089999946
9,15,35,64,129627069,1000000,2812,0.002812,581.6462209999881
10,15,35,64,129650405,1000000,2796,0.002796,579.1394690000016
11,15,35,64,129676056,1000000,2811,0.002811,579.4202899999946
12,15,35,64,129652909,1000000,2853,0.002853,578.2644880000007
13,15,35,64,129618900,1000000,2858,0.002858,577.6373419999873
14,15,35,64,129649821,1000000,2715,0.002715,577.3829629999964
15,15,35,64,129703740,1000000,2939,0.002939,577.3697729999985
16,15,35,64,129644015,1000000,2829,0.002829,575.8707599999907
17,15,35,64,129655661,1000000,2819,0.002819,579.0112850000005
18,15,35,64,129691168,1000000,2803,0.002803,576.4089590000076
19,15,35,64,129627237,1000000,2866,0.002866,577.0581510000047
20,15,35,64,129654450,1000000,2895,0.002895,576.3887879999966
21,15,35,64,129634129,1000000,2812,0.002812,573.6427149999945
22,15,35,64,129650625,1000000,2824,0.002824,574.4849419999955
23,15,35,64,129645629,1000000,2764,0.002764,585.5976499999961
24,15,35,64,129639755,1000000,2781,0.002781,606.7207409999974
25,15,35,64,129632513,1000000,2857,0.002857,604.1766110000026
26,15,35,64,129627820,1000000,2795,0.002795,611.6120640000008
27,15,35,64,129631646,1000000,2890,0.00289,618.6740810000047
28,15,35,64,129667698,1000000,2819,0.002819,621.3195050000068
29,15,35,64,129664835,1000000,2767,0.002767,620.4153149999911
30,15,35,64,129631089,1000000,2866,0.002866,620.8628400000016
31,15,35,64,129625942,1000000,2806,0.002806,616.6849210000073
32,15,35,64,129675455,1000000,2812,0.002812,616.3419470000081
33,15,35,64,129635324,1000000,2871,0.002871,615.1339769999904
34,15,35,64,129635842,1000000,2913,0.002913,613.6884160000045
35,15,35,64,129646562,1000000,2772,0.002772,614.4613459999964
36,15,35,64,129652232,1000000,2834,0.002834,619.5953199999931
37,15,35,64,129671148,1000000,2875,0.002875,620.2213000000047
38,15,35,64,129641674,1000000,2772,0.002772,620.1126950000034
39,15,35,64,129648818,1000000,2815,0.002815,617.0357539999968
40,15,35,64,129655163,1000000,2899,0.002899,616.8252769999963
41,15,35,64,129651497,1000000,2804,0.002804,619.5723929999804
42,15,35,64,129631930,1000000,2799,0.002799,621.066519999993
43,15,35,64,129650824,1000000,2807,0.002807,615.5586569999869
44,15,35,64,129674378,1000000,2852,0.002852,620.3013369999826
45,15,35,64,129640951,1000000,2880,0.00288,616.4308289999899
46,15,35,64,129649174,1000000,2782,0.002782,617.6675019999966
47,15,35,64,129634249,1000000,2893,0.002893,615.6418070000072
48,15,35,64,129649668,1000000,2761,0.002761,615.6019479999959
49,15,35,64,129671585,1000000,2709,0.002709,617.1066909999936
