-----------------------------------
Adversarial Strategy: ds
Global Inter arrival: 10.0
adversary fraction: 0.3333333333333333
Block Processing Time: 5.0
-----------------------------------
itr,QueueLen,ConstTh,ResetTh,NumBlocks,NumAttack,NumSuccessAttack,fracSuccessAttack,SimTime
0,15,55,64,129967199,1000000,210,0.00021,591.1812099999988
1,15,55,64,129969219,1000000,209,0.000209,589.5942759999998
2,15,55,64,129964548,1000000,218,0.000218,590.509422000001
3,15,55,64,129950852,1000000,207,0.000207,589.429098999999
4,15,55,64,129976767,1000000,224,0.000224,585.6948929999999
5,15,55,64,129985031,1000000,207,0.000207,586.5251740000003
6,15,55,64,129972490,1000000,207,0.000207,588.953947
7,15,55,64,129985748,1000000,210,0.00021,587.5955819999999
8,15,55,64,129959247,1000000,229,0.000229,585.7641399999993
9,15,55,64,129945655,1000000,216,0.000216,585.4118229999985
