-----------------------------------
Adversarial Strategy: ds
Global Inter arrival: 10.0
adversary fraction: 0.3333333333333333
Block Processing Time: 5.0
-----------------------------------
itr,QueueLen,ConstTh,ResetTh,NumBlocks,NumAttack,NumSuccessAttack,fracSuccessAttack,SimTime
0,35,65,64,129998262,1000000,58,5.8e-05,853.1615220000022
1,35,65,64,129976039,1000000,65,6.5e-05,853.8944689999989
2,35,65,64,129998697,1000000,62,6.2e-05,852.6765120000055
3,35,65,64,129960469,1000000,66,6.6e-05,852.0447340000028
4,35,65,64,129992983,1000000,72,7.2e-05,855.0151499999993
5,35,65,64,130007345,1000000,61,6.1e-05,851.259315000003
6,35,65,64,130002433,1000000,72,7.2e-05,852.6012600000031
7,35,65,64,129986838,1000000,61,6.1e-05,850.5496520000015
8,35,65,64,129970834,1000000,70,7e-05,852.6083680000011
9,35,65,64,129984902,1000000,50,5e-05,852.2153449999969
