-----------------------------------
Adversarial Strategy: ds
Global Inter arrival: 10.0
adversary fraction: 0.3333333333333333
Block Processing Time: 5.0
-----------------------------------
itr,QueueLen,ConstTh,ResetTh,NumBlocks,NumAttack,NumSuccessAttack,fracSuccessAttack,SimTime
0,35,15,64,124660813,1000000,40763,0.040763,866.001125
1,35,15,64,124695595,1000000,40648,0.040648,864.565404
2,35,15,64,124698260,1000000,40492,0.040492,864.3688809999999
3,35,15,64,124674965,1000000,40620,0.04062,867.3713349999998
4,35,15,64,124685319,1000000,40474,0.040474,866.0764279999999
5,35,15,64,124696987,1000000,40578,0.040578,866.0570379999999
6,35,15,64,124693268,1000000,40431,0.040431,864.7949419999995
7,35,15,64,124654795,1000000,40870,0.04087,864.1011520000002
8,35,15,64,124643136,1000000,40695,0.040695,866.3475069999995
9,35,15,64,124713489,1000000,40331,0.040331,865.8564149999993
10,35,15,64,124747641,1000000,40280,0.04028,866.3963000000003
11,35,15,64,124723174,1000000,40429,0.040429,866.1845160000012
12,35,15,64,124694687,1000000,40545,0.040545,865.9652100000003
13,35,15,64,124650913,1000000,40679,0.040679,865.0120720000014
14,35,15,64,124710272,1000000,40406,0.040406,864.5043800000003
15,35,15,64,124686508,1000000,40803,0.040803,865.3808570000001
16,35,15,64,124698390,1000000,40461,0.040461,865.517092
17,35,15,64,124666330,1000000,40826,0.040826,865.254343999999
18,35,15,64,124694647,1000000,40414,0.040414,864.4726620000001
19,35,15,64,124714168,1000000,40418,0.040418,866.5043420000002
20,35,15,64,124690766,1000000,40653,0.040653,866.5350040000012
21,35,15,64,124700181,1000000,40319,0.040319,864.5508150000023
22,35,15,64,124659690,1000000,40848,0.040848,865.5836940000008
23,35,15,64,124669398,1000000,40644,0.040644,865.5609989999975
24,35,15,64,124675480,1000000,40621,0.040621,866.6403740000023
25,35,15,64,124630321,1000000,40815,0.040815,864.2187279999998
26,35,15,64,124696685,1000000,40503,0.040503,865.1043620000019
27,35,15,64,124679780,1000000,40716,0.040716,865.4439319999983
28,35,15,64,124695974,1000000,40618,0.040618,865.8300060000001
29,35,15,64,124694166,1000000,40410,0.04041,866.4968760000011
30,35,15,64,124693735,1000000,40343,0.040343,865.4476130000003
31,35,15,64,124621243,1000000,40789,0.040789,865.204952
32,35,15,64,124674649,1000000,40636,0.040636,863.7294299999994
33,35,15,64,124640389,1000000,40709,0.040709,865.2578810000014
34,35,15,64,124641010,1000000,40892,0.040892,865.0002459999996
35,35,15,64,124701844,1000000,40431,0.040431,864.0865809999996
36,35,15,64,124706189,1000000,40633,0.040633,864.641857999999
37,35,15,64,124725419,1000000,40559,0.040559,866.080920999997
38,35,15,64,124691468,1000000,40613,0.040613,864.5557150000022
39,35,15,64,124691838,1000000,40481,0.040481,863.229026999994
40,35,15,64,124682175,1000000,40674,0.040674,865.3977570000061
41,35,15,64,124657295,1000000,40925,0.040925,865.4053829999975
42,35,15,64,124661974,1000000,40649,0.040649,864.9716800000024
43,35,15,64,124700629,1000000,40279,0.040279,865.554713000005
44,35,15,64,124704307,1000000,40526,0.040526,865.0823610000007
45,35,15,64,124639749,1000000,40731,0.040731,866.2435740000001
46,35,15,64,124699936,1000000,40494,0.040494,865.1084880000053
47,35,15,64,124683506,1000000,40434,0.040434,865.4947780000002
48,35,15,64,124692480,1000000,40560,0.04056,864.863409000005
49,35,15,64,124688612,1000000,40753,0.040753,865.300992000004
50,35,15,64,124657349,1000000,40737,0.040737,864.8156540000055
51,35,15,64,124687998,1000000,40623,0.040623,865.0095629999996
52,35,15,64,124655907,1000000,40751,0.040751,863.6266609999948
53,35,15,64,124629791,1000000,40713,0.040713,864.4921810000014
54,35,15,64,124711355,1000000,40394,0.040394,864.7383709999995
55,35,15,64,124678351,1000000,40592,0.040592,864.6990640000004
56,35,15,64,124687792,1000000,40657,0.040657,866.3058470000033
57,35,15,64,124614544,1000000,41098,0.041098,866.2609510000038
58,35,15,64,124659088,1000000,40630,0.04063,865.4558929999985
59,35,15,64,124681963,1000000,40821,0.040821,865.9040969999987
