-----------------------------------
Adversarial Strategy: ds
Global Inter arrival: 10.0
adversary fraction: 0.3333333333333333
Block Processing Time: 5.0
-----------------------------------
itr,QueueLen,ConstTh,ResetTh,NumBlocks,NumAttack,NumSuccessAttack,fracSuccessAttack,SimTime
0,55,45,64,129903477,1000000,772,0.000772,2079.031895
1,55,45,64,129895165,1000000,831,0.000831,2074.781010000006
2,55,45,64,129899756,1000000,822,0.000822,2081.636965999998
3,55,45,64,129878220,1000000,744,0.000744,2077.329740000001
4,55,45,64,129904761,1000000,704,0.000704,2072.8655660000004
5,55,45,64,129923242,1000000,773,0.000773,2079.2258310000034
6,55,45,64,129894550,1000000,717,0.000717,2077.368641000001
7,55,45,64,129909675,1000000,785,0.000785,2079.2218680000005
8,55,45,64,129885386,1000000,798,0.000798,2072.442139000006
9,55,45,64,129876035,1000000,798,0.000798,2075.848296999997
