totalBlocks,delay,avgHonestExTime,avgHonestProcTime,expFraction,actFraction
951,1,175.68953400473475,194.38799578796687,0.3298114747963185,0.3284210526315816
951,1,1305.100810743136,1367.6284989358362,0.3298114747963185,0.3536322394366764
951,1,4626.744950068856,4681.40822098293,0.3298114747963185,0.7088251675122135
