blockHeight,gasLimit,gasUsed
5908348.0,104874.13604386715,202388.96123562328,0.5181811073271512
5908448.0,104001.9472636423,189708.86678368863,0.5482186943967582
5908548.0,129304.97836966222,215155.88309867104,0.6009827688995268
5908648.0,100267.4903548282,168959.14942380667,0.5934422059815384
5908748.0,136829.7592804658,245881.0598642809,0.556487593456738
5908848.0,154958.0247815766,245497.30744335294,0.6312005064142394
5908948.0,124325.91160951467,203142.6866399848,0.6120127367905129
5909048.0,141944.37916006043,215238.27823304496,0.6594755371829029
5909148.0,111589.3465033733,207529.1316191287,0.5377044930162841
5909248.0,113143.58465131813,199446.9458690666,0.5672866243115846
5909348.0,122468.64348210981,226921.6413563888,0.5396957414465741
5909448.0,126125.93457827883,215251.6084753457,0.5859465370393501
5909548.0,124249.14183111188,204769.747430623,0.606774894192845
5909648.0,164211.98168615357,285064.074575686,0.5760528819023613
5909748.0,217193.12256441795,352168.48502253165,0.6167307178282065
5909848.0,167278.06235269207,273491.27344760543,0.6116394875931522
5909948.0,128129.4091505939,227488.67254271926,0.5632342380763287
5910048.0,104213.55393357232,187076.78556651474,0.5570629921718396
5910148.0,203196.51500389777,303623.22029476165,0.6692390483396882
5910248.0,94749.90998870185,177075.00231663865,0.5350834886297149
5910348.0,106568.91355300538,213429.67943447028,0.4993162798884559
5910448.0,92236.5558519595,171081.7086231043,0.5391374483823873
5910548.0,130433.06332408586,258088.4239828696,0.5053813003745694
5910648.0,130398.64420387479,242715.81518651542,0.5372482386599724
5910748.0,180008.2901658767,311284.1341806185,0.5782764696302487
5910848.0,125762.59225053209,230823.2068084078,0.5448437962085845
5910948.0,163806.21888286964,330553.6163459047,0.49555113235081405
5911048.0,200432.9469057204,384835.63957860327,0.520827403421355
5911148.0,202960.5422055959,352432.770129066,0.5758844222439042
5911248.0,304711.35842553497,391608.29301574716,0.7781024147343123
5911348.0,248061.0047886265,335371.582710383,0.7396601786706677
5911448.0,369937.12330448313,491053.2667240102,0.7533543677908191
5911548.0,304968.1251277334,398038.1011034764,0.7661782233466439
5911648.0,352048.18758166843,478620.35175527586,0.7355478852718632
5911748.0,218389.70988546204,325870.3328007965,0.6701736485443214
5911848.0,317437.77153074095,430741.3275027023,0.7369568491863587
5911948.0,287478.53883563774,376483.3123325751,0.7635890607063269
5912048.0,308576.17180302175,429757.86450334534,0.7180233272976433
5912148.0,275929.49327505066,373069.8798339622,0.7396187904471284
5912248.0,365267.9278116734,458121.1005954187,0.7973174065480408
5912348.0,271636.1182826077,362247.88230231544,0.7498625431739934
5912448.0,332126.5953196206,419787.118989738,0.791178624343973
5912548.0,447923.6879722063,559481.3635699752,0.8006051982036819
5912648.0,298626.3720938926,403478.67636378435,0.7401292548720596
5912748.0,206157.51442701707,315597.77035939146,0.6532286783656687
5912848.0,228208.42459661476,344362.31979462004,0.6626985923800252
5912948.0,300142.9392813808,383035.6798231529,0.783590028531954
5913048.0,260557.57713545184,356021.30718941055,0.7318595035572686
5913148.0,250119.42467370818,342408.3077727083,0.7304712502470537
5913248.0,235527.44813373787,336193.7477014083,0.7005705779600709
5913348.0,187792.73969193586,301911.5388346209,0.6220124623815843
5913448.0,172710.21186350659,330472.2548902189,0.5226163749234561
5913548.0,217165.6661392119,369733.54014880344,0.5873572250215957
5913648.0,332214.61373409815,527623.8837053312,0.6296428649155583
5913748.0,212951.47979981982,300981.6845239872,0.7075230512335322
5913848.0,163000.9177748099,314875.55500791175,0.5176677426442782
5913948.0,304108.9165386611,482911.42572755157,0.6297405700858959
5914048.0,304247.54114236793,415437.5128651317,0.7323545219690821
5914148.0,242456.20380776905,357209.61692869104,0.6787504935965093
5914248.0,278806.58634343534,410313.019589682,0.6794972936082928
5914348.0,189791.8576999919,289705.8682923357,0.6551191345163819
5914448.0,143676.76346556286,219816.55685712313,0.6536212081556269
5914548.0,191739.41017928306,279188.15150608285,0.6867748833356401
5914648.0,210766.60191392933,297334.2997075621,0.7088539805909547
5914748.0,97534.475502244,163291.47512743017,0.5973029236592393
5914848.0,87247.31645106213,171378.56453484445,0.5090911846990241
5914948.0,84657.8107423287,152343.76525647356,0.5557024969141711
5915048.0,113759.83258354179,194518.08567061686,0.584829077416352
5915148.0,178653.28230724263,282270.3797236245,0.6329154425702227
5915248.0,161459.62067592074,241088.5282391628,0.6697109226024673
5915348.0,188964.45162714264,264640.2237183403,0.714042819991944
5915448.0,135991.9049718255,207176.7003269998,0.6564054005937013
5915548.0,119870.45271496562,202705.94664698595,0.5913514363923471
5915648.0,122976.12919032443,196160.1969123691,0.6269168318854293
5915748.0,122541.84118028941,190169.86577849853,0.6443809626653507
5915848.0,153267.23582952537,241199.8338009657,0.6354367389655794
5915948.0,151229.57468947553,227933.6215797334,0.6634807697142387
5916048.0,190660.24027451756,286427.70514098107,0.6656487373687322
5916148.0,123862.06557205657,189017.95037682424,0.655292607528155
5916248.0,164948.07184324323,250022.99236479404,0.6597316122133963
5916348.0,195623.0404069732,279845.9145069256,0.6990384002984324
5916448.0,203419.89727586549,300420.5845187854,0.6771170411032389
5916548.0,167314.45859612245,271085.1297801353,0.617202643065754
5916648.0,145009.945319866,280506.6425679826,0.5169572598792269
5916748.0,101983.12467372198,204214.13439656037,0.49939307568046426
5916849.0,115527.13933335345,206170.06742764413,0.5603487488497717
5916949.0,129007.14802768332,219557.4761738989,0.5875780241047412
5917049.0,166762.32136970467,251850.44733557012,0.6621482039597394
5917149.0,115737.91475001926,186972.46116907406,0.6190104897071481
5917249.0,252027.10000137362,379155.4162904238,0.6647065798694196
5917349.0,217038.87722071432,319822.78543940804,0.6786223092970759
5917449.0,225036.03912398202,333772.5731270023,0.6742196850259311
5917549.0,197999.11011865805,310211.1888520947,0.6382719812632608
5917649.0,192623.16485779255,299628.02484393795,0.6428743271198375
5917749.0,146773.91689421932,243986.67943273362,0.6015652872339878
5917849.0,202069.1506448447,314430.0819432631,0.642652094214404
5917949.0,236771.91431995065,321705.9413728048,0.7359886277187855
5918048.0,213359.40606552656,302846.8785418392,0.7045124819936037
5918148.0,197139.1458380516,277082.6864055988,0.7114812852271672
5918248.0,178207.51201025423,260559.94859524127,0.6839405402519676
5918348.0,193789.0528041929,285304.4143727075,0.6792360827303447
5918448.0,261723.46507277995,381263.7373907801,0.686463042260229
5918549.0,134646.36543480403,218180.6101544132,0.6171325918444843
5918649.0,170744.18168891128,259556.7554763054,0.6578298506451252
5918749.0,149467.79620866335,225138.00774183645,0.6638941052550159
5918849.0,154458.30163938328,239897.43706779394,0.6438514038636188
5918949.0,150013.81284286632,236798.59073075402,0.6335080474082543
5919048.0,145314.41887217766,254598.2909808505,0.5707596005941274
5919150.0,101009.86874326695,183222.0356768286,0.5512976011325984
5919250.0,106975.40576553147,214203.89099195602,0.499409255686904
5919351.0,105925.48597945756,185316.6213372976,0.5715919339294502
5919451.0,131867.4503497094,234511.4865366818,0.5623069995297777
5919551.0,172707.0552866783,284977.1002817535,0.6060383627874831
5919651.0,111161.77164779328,209686.4780072059,0.5301332384626786
5919751.0,103759.17142533802,207765.3328818984,0.4994056033607812
5919851.0,138591.85429624998,218815.92685333928,0.6333718769435863
5920048.0,128339.89963373067,214108.448943423,0.5994153909715343
5920148.0,101550.23997152463,186574.50903679474,0.5442878584849857
5920248.0,138023.31852156357,216956.52772783505,0.6361796068874653
5920348.0,159329.8191675453,247915.75612255555,0.6426772612579801
5920448.0,95056.53930997694,171447.37131743575,0.5544356765551058
5920548.0,98367.39280813615,181607.92243488075,0.5416470354888169
5920648.0,133196.25039956474,212726.49166784796,0.6261385187865455
5920748.0,111166.01987404036,183892.9146992326,0.6045149703340053
5920848.0,172527.42197626043,271761.88127988135,0.634847761443697
5920948.0,177486.17889495596,313226.96050279564,0.56663761832651
5921048.0,168264.02386274518,264550.5507005309,0.636037322232675
5921148.0,161265.40220371084,262716.39220274554,0.6138383709199914
5921248.0,167898.6804141859,259139.22839375795,0.6479091624023303
5921348.0,208085.6173251198,305217.1349026667,0.6817625668083085
5921448.0,129628.85190750737,217295.02850929572,0.5965569152538708
5921548.0,173332.78438160534,291362.6688067962,0.5949038876237883
5921648.0,216262.429444277,329252.6575564304,0.6568281970729786
5921748.0,152813.92832946582,247457.84740822762,0.6175351880329376
5921848.0,135964.70584863343,237509.33044965827,0.572460482252305
5921948.0,115444.53917318603,189958.70046152695,0.6077349386614036
5922048.0,130483.83997312801,212836.45291273438,0.6130709198890287
5922148.0,142371.46432466817,223456.74544030457,0.6371320948228079
5922248.0,145033.85383795053,209550.74410831518,0.692118056917916
5922348.0,205721.59669694921,286075.72313517117,0.719115884572091
5922448.0,230936.6636702429,321030.0148201048,0.7193615955182652
5922548.0,73587.25357221071,163865.18163160505,0.44907193120285027
5922648.0,168447.93408967528,285834.54631671606,0.5893197175089825
5922748.0,303484.9026176791,465563.9338297277,0.6518651479748723
5922848.0,264021.7292607718,387339.9116994427,0.6816279998164508
5922948.0,383550.84225056134,517805.22439113853,0.7407241645766702
5923048.0,315906.0417987099,396528.009050584,0.796680271224953
5923148.0,449203.4937826667,569587.9248194402,0.7886464480880007
5923248.0,368329.7745594692,468994.73016544944,0.785360156242122
5923348.0,430366.5326954555,518583.8772809744,0.8298879921835252
5923448.0,299105.41692103515,388822.88557383587,0.7692587757009387
5923548.0,345520.4245015108,472169.0837274492,0.7317726560448757
5923648.0,265836.28056530515,425425.0311622115,0.6248722127117708
5923748.0,318322.55017530685,507326.27546736936,0.627451337666387
5923848.0,236105.92066180185,354709.7782950463,0.6656312712795016
5923948.0,147977.66194782231,232642.33916197144,0.6360736505696694
5924048.0,168037.91241723043,240805.2971046245,0.6978165116700972
5924148.0,138533.09756498144,223667.37796913885,0.6193710447309663
5924248.0,189778.60658399414,322023.43178639835,0.5893316692242332
5924348.0,108961.00237639806,208007.81667080597,0.5238312873060929
5924448.0,125148.37509158986,222494.0036773741,0.5624797658505009
5924548.0,105059.72808914738,195146.76548211987,0.5383626412130995
5924648.0,150566.4598528145,240897.20049172483,0.6250237011699382
5924748.0,137789.44727394966,242834.88483260997,0.5674203167676265
5924848.0,94935.85556726792,199254.4284477485,0.47645543593106854
5924948.0,91487.48829209333,208397.30350249092,0.43900514428201226
5925049.0,102220.31033071995,177948.98728295107,0.5744360329973818
5925149.0,107406.8268555813,190442.55971072332,0.5639854191139266
5925249.0,126636.2156133344,203505.62277534176,0.6222737921749383
5925349.0,98769.53852235513,159656.43684858992,0.6186379983916537
5925449.0,106533.77629870288,183264.40311011218,0.5813118886742744
5925549.0,118828.29771352508,192561.34182383568,0.6170932160528612
5925649.0,122846.35684565829,190039.0558798071,0.6464268951291476
5925749.0,92826.84830289752,167028.4420680673,0.5557547394537081
5925849.0,97919.20927642178,174294.22870088744,0.561804082706975
5925949.0,106382.8753238598,179629.06861257443,0.5922364133241003
5926048.0,107985.1044941339,184785.2169369414,0.584381728604319
5926148.0,110937.52068416122,175803.76323539254,0.6310304093753748
5926248.0,110329.41327460391,227308.69828266607,0.48537259730116245
5926348.0,82571.46678694586,161344.10345506563,0.5117724479465842
5926448.0,128327.11884178707,201248.22879462692,0.6376558919817596
5926548.0,89314.7455975553,161357.181354087,0.5535219743431212
5926648.0,115353.98728788517,179530.68290738136,0.6425307664394921
5926748.0,95453.74793286275,173476.03216807448,0.5502417062455127
5926848.0,121438.64063913356,218145.7582880848,0.5566857755664488
5926948.0,112435.52046223763,198851.61883337592,0.5654242149089614
5927048.0,91771.58581659386,158646.3256666191,0.57846650674686
5927148.0,102481.7748561105,183573.25294817623,0.5582609296847928
5927249.0,95495.19993092015,166086.1529361193,0.5749738809812152
5927349.0,89953.72936226454,162755.06858533432,0.5526938739551499
5927449.0,104048.95018966522,181190.39304378725,0.5742520254068896
5927549.0,78542.83798689074,155688.18388588465,0.5044881122414567
5927649.0,116258.93454531628,194080.42755958007,0.5990245178619382
5927749.0,99039.4326567174,175243.04184387182,0.5651547223481431
5927849.0,64952.98046892994,143429.33633896086,0.4528570104753824
5927949.0,105528.07203709755,187185.74309989664,0.5637612688311401
5928050.0,108205.48317074183,172225.7957383695,0.6282768658831934
5928150.0,120186.74512514641,204286.06275208583,0.5883257208349093
5928251.0,152557.83852084624,246356.95935026513,0.6192552421624214
5928351.0,108090.79255024415,214423.21988465806,0.5041002210879403
5928451.0,189092.87082744009,264128.07805130613,0.7159135530858227
5928553.0,121446.34125794603,191931.65266956695,0.6327582739415591
5928653.0,239836.05982642944,324884.54443175544,0.7382193580366175
5928753.0,253513.31706503488,337861.9314871891,0.7503459059418995
5928853.0,305047.3888705813,402732.89937193313,0.7574434304878156
5929050.0,165544.6462238235,297587.75860620633,0.5562884945240184
5929150.0,90145.33382306113,209574.46438199258,0.4301351029997276
5929250.0,240024.31980633066,318949.6975058642,0.752546002342321
5929351.0,150435.5339968375,406899.3871206561,0.3697118716775789
5929451.0,91642.7879048369,277568.7997401532,0.3301624245615089
5929551.0,66063.76186655031,214914.33844329335,0.3073957854328165
5929651.0,66425.50633665576,195408.03670177844,0.3399323152610704
5929751.0,71313.34773640585,183186.5786713801,0.3892935184096399
5929851.0,77117.6334969514,181629.02294252955,0.42458871521514874
5930050.0,77893.04669976635,170027.04814334918,0.45812150213944197
5930150.0,81268.99482584355,162629.77405029497,0.49971781182399144
5930250.0,76552.47781172965,166935.47636990924,0.4585752500091618
5930350.0,83860.79931270718,171600.04459923384,0.488699169680062
5930451.0,84623.26941442197,157837.98093789828,0.5361400906903212
5930551.0,103543.07804262538,181955.78695565258,0.5690562513840879
5930651.0,100140.57122386432,177132.91231698386,0.5653414146133398
5930752.0,84371.2275882777,201946.03757196266,0.41779095347791784
5930852.0,73413.5077557961,156707.0040467335,0.4684762382024901
5931048.0,77206.01114407013,159404.63464402084,0.48433981431270806
5931148.0,92412.02285348639,149700.38048016475,0.6173132129462486
5931248.0,102132.24048821263,197727.1208763198,0.5165312681212676
5931348.0,77811.55541976338,150700.95823192885,0.5163308603520049
5931448.0,76227.55966293807,150100.90500972272,0.507842105668853
5931548.0,89700.30654118462,168547.06327252745,0.5321973862940953
5931648.0,75873.62821949269,152951.501448757,0.4960633109241655
5931748.0,77429.96944858738,165205.59865466596,0.46868853161835927
5931848.0,78595.49808611184,152648.12959638302,0.514880190762417
5931948.0,92738.90202653456,176926.3117481396,0.5241668190006212
5932048.0,89398.6604869002,170998.21089047837,0.5228046540449398
5932148.0,95147.21595682792,164279.83414788207,0.5791776967048672
5932248.0,91047.792657659,179311.4099338707,0.5077635198520666
5932348.0,112640.91468249146,209856.16922305315,0.5367529346386145
5932448.0,64375.208276871264,149415.1386455961,0.4308479640042731
5932548.0,78158.67433233774,168606.5026854786,0.46355670206941096
5932648.0,66407.18202595235,317395.8774332009,0.2092250931643824
5932748.0,60672.063485314226,156573.5397942437,0.38749883003887214
5932848.0,74408.88940162201,321748.96624677157,0.23126380255267917
5932948.0,72566.83667554504,347002.43108680635,0.2091248653453718
5933048.0,75599.71307197258,357745.3398660365,0.21132270542023585
5933148.0,88147.49998708471,427669.422294877,0.2061112985681432
5933248.0,68615.43644545205,436042.83701453643,0.15735939366701399
5933348.0,143753.71837164043,480739.4626136674,0.29902624924961485
5933448.0,91893.88103083502,431278.91815546603,0.21307297241389717
5933548.0,63034.53834683411,268599.93636302056,0.23467815815727192
5933648.0,92413.25055210321,299188.2824286462,0.30887991268221865
5933748.0,90752.27999930216,317222.6855861418,0.28608382730136867
5933848.0,78067.21470967132,407595.97430720954,0.19153087770889318
5933948.0,56512.4963913248,589095.0346417172,0.09593103500812095
5934048.0,63365.5249010542,533025.4843652612,0.11887897813462205
5934148.0,119024.1823932507,389552.35852005536,0.30554091071463235
5934248.0,178470.47497577328,472650.40776465816,0.3775950936334264
5934348.0,130974.89290361704,643316.5624056286,0.20359322386143358
5934448.0,254060.27608816512,431555.1480411816,0.5887087136866251
5934548.0,205474.0480004851,417690.6029806014,0.491928826107749
5934648.0,176105.03765830465,289120.36994097696,0.6091062960878749
5934748.0,203867.94069358337,341924.6819893955,0.5962363977570538
5934848.0,150438.78938930752,281187.6035880402,0.5350121679251231
5934948.0,156258.60372589302,393360.96886663116,0.39723972659542744
5935048.0,164472.6474387232,376383.4972793647,0.4369815590417504
5935148.0,138382.76194402386,406847.70705761714,0.34013405887138576
5935248.0,153237.97273347597,374282.43193047465,0.40941802142062844
5935348.0,149927.03803940053,527055.2897480131,0.28446168923013965
5935448.0,196356.88468507247,586003.1649797158,0.33507819824124885
5935548.0,174086.91734769073,433330.3849426076,0.40174177347556106
5935648.0,158767.08190122142,370187.843518577,0.4288824840712363
5935748.0,171913.55372827937,482745.36045796523,0.3561164286803097
5935848.0,106755.24451902787,814564.7698245321,0.131058018310839
5935948.0,128950.09997652278,580325.9961072481,0.22220286673611625
5936048.0,104177.07969771461,336283.7510876408,0.30978921628171213
5936148.0,80474.49993246856,586847.3126024213,0.13713021803848427
5936248.0,164499.86630454383,424542.55343406,0.38747556628641694
5936348.0,150487.29353640505,618602.5410604139,0.2432697629699975
5936448.0,61684.92774729906,504609.1284096885,0.12224298823468273
5936548.0,69904.9843823298,617501.3425178197,0.11320620631737735
5936648.0,172617.02076217212,825309.0879561811,0.20915439231336444
5936748.0,96722.9164644767,428271.01374785707,0.22584511526484477
5936848.0,86212.22524188354,694703.7300675032,0.12409926924317284
5936948.0,78643.78276078498,455720.47023722786,0.17257022209216652
5937048.0,145085.2560854828,325423.62874862715,0.4458350386030316
5937149.0,133170.0584121037,488208.0016987359,0.27277319902323205
5937249.0,158395.61696695074,303130.7369096055,0.5225323521520181
5937349.0,71609.95947164916,487784.26283905277,0.14680662113791332
5937449.0,75086.4644158992,545195.9910024137,0.13772380144953555
5937549.0,77312.93227641514,316644.51677471696,0.2441631804141455
5937649.0,81830.14459749898,415955.4511534962,0.19672814569582825
5937749.0,71572.78552363087,348080.53641330166,0.2056213376971105
5937849.0,70595.91587893985,269948.2336120631,0.2615164949750764
5937949.0,61692.73074070946,143743.7143007766,0.42918558937207146
5938048.0,113734.77112947412,239351.3182520415,0.4751792133841905
5938148.0,70689.9883321301,166005.69713651238,0.42582868872264795
5938248.0,59742.16784101664,154491.74533366814,0.38670135878125217
5938348.0,87318.55316702061,176398.11747284487,0.49500841855901684
5938448.0,78728.53128096367,185522.2448230487,0.42436167887066595
5938548.0,89671.58125529879,189866.16726792752,0.4722883626168097
5938648.0,100081.53412313823,207808.06478977195,0.48160563077465374
5938748.0,100483.15662894772,189571.7657259882,0.530053387666329
5938848.0,88689.79247167813,174972.95892885444,0.5068771369851509
5938948.0,91776.00131868683,188521.38896861908,0.4868200994103841
5939048.0,109127.55115070792,248680.84218048773,0.43882572615507415
5939148.0,91440.5002899837,206277.07809140542,0.44328968170406513
5939248.0,89421.10374892292,178727.302345825,0.5003214538308157
5939348.0,84957.47033414729,182450.85236190262,0.4656457847926567
5939448.0,86991.31398074504,231720.7354966711,0.3754144565193422
5939548.0,94895.18135416288,198768.85171912026,0.47741474850525883
5939648.0,73441.54663133537,186718.59148013484,0.3933274455915595
5939748.0,83406.73267449262,235735.53391876037,0.3538148504299586
5939848.0,68942.08503648976,186900.8128042998,0.36886990485524357
5939948.0,85099.65562304441,324840.1999980703,0.261973904780104
5940048.0,85208.08448780283,214237.45706743232,0.3977272959367846
5940148.0,87320.85572809186,196960.0613087844,0.44334295566244
5940248.0,86425.97685101138,219257.32475488563,0.39417600733580777
5940348.0,140588.99135540664,282315.64419016766,0.4979851249784301
5940448.0,75610.48165192785,182897.53417473004,0.4134035048263354
5940548.0,112644.47072239149,219314.15964872547,0.5136215140090072
5940648.0,103223.93605340367,207646.19067782786,0.497114518289238
5940748.0,113033.24691231265,247649.77404633947,0.456423783738895
5940848.0,97539.31126904982,245152.52475854653,0.39787194264108594
5940948.0,112016.69487703596,286582.5913020107,0.3908705492825587
5941048.0,151151.14032222854,295949.0597493549,0.5107336392629239
5941148.0,155210.827215039,380540.8260079729,0.4078690553212472
5941249.0,133638.17370884138,283700.74654339685,0.47105330295068204
5941349.0,116882.40519753972,264574.43120635324,0.44177513550573594
5941449.0,97356.39109289352,228490.9368778589,0.42608425709653386
5941549.0,93701.39487809548,235599.4637443272,0.3977148054113584
5941649.0,123786.11490700049,240955.15164862855,0.5137309331634913
5941750.0,192872.58694178693,345226.69013585465,0.5586838806289488
5941850.0,121079.97027133673,250815.24935865207,0.48274564876316195
5942048.0,100820.77241612232,182968.4632931942,0.5510281422354413
5942148.0,103988.08589312699,194866.28341138572,0.5336381649646177
5942248.0,72324.17645352245,173722.14612986485,0.4163209934066609
5942348.0,60012.77043513201,148702.86562334967,0.403575076939934
5942448.0,63422.29861693064,141081.71399723322,0.4495430117766674
5942548.0,63703.00517270276,131344.4802491066,0.4850070977621922
5942648.0,77949.22270236818,154825.16597440373,0.503466101339462
5942748.0,99959.6991831138,192742.44457142512,0.5186179899574297
5942848.0,66499.31421242304,133864.47941843868,0.4967659419535555
5942948.0,76381.39291761222,166351.3708916771,0.4591569790389611
5943048.0,65845.80612687739,133465.636788004,0.4933540026596244
5943148.0,73382.25024078193,146740.24245030538,0.5000826563690144
5943248.0,82277.23770092773,160680.1524111636,0.5120560098199866
5943348.0,68367.06039436652,136770.5305633023,0.49986689466503015
5943448.0,72660.74824462218,140638.7880089437,0.5166479978482283
5943548.0,82415.7026655013,166969.1969542058,0.4935982454782078
5943648.0,83775.32039210673,185697.93138956235,0.45113760700091216
5943748.0,64995.38003753366,163209.79963200423,0.39823209258317444
5943848.0,64073.555735588394,163185.99760922353,0.3926412601222279
5943948.0,59289.660147339935,142532.56612367404,0.4159727265128652
5944048.0,86615.17658646789,165269.85498815152,0.5240833338461964
5944148.0,75749.74603791197,141993.96902477002,0.5334715731813784
5944248.0,68869.08793892105,155906.47091851698,0.4417333516253781
5944348.0,69963.72985337563,165740.213078009,0.4221288759924894
5944448.0,106161.0414118995,209218.94244044687,0.5074160120186905
5944548.0,90904.47863827366,192090.24800736614,0.47323838446388866
5944648.0,67787.24123732513,152345.18073067802,0.4449582252106954
5944748.0,84872.74004917759,174358.3069021861,0.48677199014550343
5944848.0,77667.0515492828,170026.13334203276,0.45679478808733487
5944948.0,83619.77553911443,179789.6680559279,0.4650977803301939
5945048.0,102951.57251193705,202455.0493839685,0.508515706697357
5945148.0,69097.62984796848,183859.64615880555,0.37581726763624146
5945248.0,67984.55248628311,152491.1396522885,0.4458262469629516
5945348.0,89274.7131927943,183516.0389798677,0.48646817841675416
5945448.0,98060.2091276049,193800.52214408628,0.5059852679586662
5945548.0,91003.83854011471,203153.9437861006,0.4479550671973763
5945648.0,125372.52035424122,301784.40534474724,0.4154373722890695
