totalBlocks,delay,avgHonestExTime,avgHonestProcTime,avgAdvExtTime,avgAdvProcTime,expFraction,actFraction
951,1,5731.0917619342645,5809.471143778086,0.3298114747963185,0.4232509452613511
0.3298114747963185,0.42259516848225404
