delay,gasUsage,totalMainChain,totalMined,forkRate,frac1,cfi1,frac2,cfi2,frac3,cfi3
1,12,1000,1049,0.046711153479504275,0.02431801402731648,0.01487176064518702,0.05489861016176811,0.04473807039690657,0.06907034743722062,0.04536633846561822
1,120,1000,1083,0.07663896583564178,0.0447451429084218,0.033961005659154254,0.04468504594820377,0.026268439794346597,0.09544622044622053,0.09528452029337424
1,240,1000,1064,0.06015037593984962,0.026045893391094532,0.011673828306161975,0.06629813598853862,0.05274973323277438,0.06567821067821078,0.041071045997885865
