delay,gasUsage,totalMainChain,totalMined,forkRate,frac1,cfi1,frac2,cfi2,frac3,cfi3
1,500,1000,1102,0.09255898366606174,0.028304755432414952,0.027532240798664353,0.13180735930735943,0.07380487215503428,0.16346804511278212,0.08397139542914164
2,500,1000,1081,0.07493061979648474,0.052823504468241245,0.030744340674671893,0.07648628259612233,0.028287739434784267,0.02671568627450982,0.020883777692351915
4,500,1000,1097,0.08842297174111213,0.05578810442957072,0.028456196006080556,0.09692232745941198,0.055091605273657446,0.06443790849673214,0.04701134326880654
