-----------------------------------
Adversarial Strategy: mine
Global Inter arrival: 10.0
K:65	 maximum K+N: unbounded
adversary fraction: 0.3333333333333333
Block Processing Time: 5.0
-----------------------------------
Iteration,NumBlocks,NumLateBlocks,fracLateBlocks,SimTime
0,1000001,0,0.0,7.685898000000179
1,1000000,4,4e-06,7.3542600000000675
2,1000000,0,0.0,7.333063999999922
3,1000000,0,0.0,7.33122800000001
4,1000000,0,0.0,8.98111199999994
5,1000000,0,0.0,7.301099999999678
6,1000001,0,0.0,7.327807000000121
7,1000000,0,0.0,8.3502110000004
8,1000000,0,0.0,8.129425000000083
9,1000000,0,0.0,7.2677920000000995
10,1000000,0,0.0,7.286315000000286
11,1000000,0,0.0,7.28976399999965
12,1000000,0,0.0,7.2769830000002
13,1000000,0,0.0,8.682672999999795
14,1000001,0,0.0,7.774884999999813
15,1000000,0,0.0,7.328118999999788
16,1000000,0,0.0,7.335150999999769
17,1000000,4,4e-06,8.972027000000253
18,1000000,11,1.1e-05,7.2764869999996336
19,1000000,0,0.0,7.339694000000236
20,1000000,0,0.0,7.3324860000002445
21,1000000,0,0.0,7.335815999999795
22,1000000,0,0.0,7.917041000000154
23,1000000,2,2e-06,8.514149999999972
24,1000000,0,0.0,7.29531599999973
25,1000000,7,7e-06,7.291729000000032
26,1000000,0,0.0,7.290562000000136
27,1000001,0,0.0,7.265386000000035
28,1000000,0,0.0,8.411717000000408
29,1000000,2,2e-06,8.00387499999988
30,1000000,0,0.0,7.289389999999912
31,1000000,0,0.0,7.296561000000111
32,1000000,0,0.0,8.909096999999747
33,1000000,0,0.0,7.44217400000025
34,1000000,0,0.0,7.030706000000009
35,1000000,0,0.0,7.032627000000048
36,1000000,0,0.0,7.02038500000026
37,1000000,0,0.0,7.024089999999887
38,1000000,0,0.0,7.042905000000246
39,1000000,1,1e-06,7.047516000000087
40,1000000,0,0.0,7.039365999999973
41,1000000,0,0.0,7.030351999999766
42,1000000,0,0.0,7.028009000000111
43,1000000,0,0.0,7.041442000000188
44,1000000,3,3e-06,7.037362999999914
45,1000001,3,2.999997000003e-06,7.041968999999881
46,1000000,0,0.0,7.041498999999931
47,1000000,0,0.0,7.02031100000022
48,1000000,0,0.0,7.037857000000258
49,1000000,0,0.0,7.044460000000072
50,1000000,0,0.0,7.03627299999971
51,1000000,3,3e-06,6.978294999999889
52,1000000,0,0.0,6.967858000000433
53,1000000,0,0.0,7.026061999999911
54,1000000,0,0.0,7.020865999999842
55,1000000,0,0.0,7.029993000000104
56,1000000,0,0.0,7.003639999999905
57,1000000,2,2e-06,7.035698999999568
58,1000000,0,0.0,7.019804000000022
59,1000000,0,0.0,7.044242999999824
60,1000000,0,0.0,7.041085999999723
61,1000000,0,0.0,7.0291879999999765
62,1000000,0,0.0,7.0203630000000885
63,1000000,0,0.0,7.031656000000112
64,1000000,0,0.0,7.023129999999583
65,1000000,0,0.0,7.024244000000181
66,1000000,0,0.0,7.019641999999749
67,1000000,14,1.4e-05,7.018767000000025
68,1000000,0,0.0,7.020652999999584
69,1000000,0,0.0,7.026059000000259
70,1000000,5,5e-06,7.032832000000326
71,1000000,0,0.0,7.03424300000006
72,1000000,0,0.0,7.029975999999806
73,1000000,0,0.0,7.028325000000223
74,1000000,26,2.6e-05,7.0206600000001345
75,1000000,0,0.0,7.033653999999842
76,1000000,0,0.0,7.017228000000159
77,1000000,0,0.0,7.016989000000194
78,1000000,15,1.5e-05,7.013394000000062
79,1000000,0,0.0,7.035856999999851
80,1000000,0,0.0,7.031394000000091
81,1000000,0,0.0,7.014954000000216
82,1000000,0,0.0,7.015906000000086
83,1000000,0,0.0,7.0200049999998555
84,1000000,0,0.0,7.033280999999988
85,1000000,18,1.8e-05,7.010157000000163
86,1000000,0,0.0,7.011488999999983
87,1000000,0,0.0,7.012636999999813
88,1000000,0,0.0,7.023148000000219
89,1000000,0,0.0,7.021268999999847
90,1000000,7,7e-06,7.010326999999961
91,1000000,0,0.0,7.026984999999968
92,1000001,4,3.999996000004e-06,7.019464999999855
93,1000000,0,0.0,7.022273999999925
94,1000000,0,0.0,7.029273999999987
95,1000000,0,0.0,7.0244910000001255
96,1000000,13,1.3e-05,7.017100000000028
97,1000000,0,0.0,7.019550999999865
98,1000000,27,2.7e-05,7.0255239999996775
99,1000000,0,0.0,7.030653999999686
