-----------------------------------
Adversarial Strategy: ds
Global Inter arrival: 10.0
adversary fraction: 0.3333333333333333
Block Processing Time: 5.0
-----------------------------------
itr,QueueLen,ConstTh,ResetTh,NumBlocks,NumAttack,NumSuccessAttack,fracSuccessAttack,SimTime
0,65,35,64,129636757,1000000,2783,0.002783,621.4199769999996
1,65,35,64,129614828,1000000,2802,0.002802,629.5805919999984
2,65,35,64,129625653,1000000,2810,0.00281,612.3520680000001
3,65,35,64,129636416,1000000,2711,0.002711,611.7740050000011
4,65,35,64,129646483,1000000,2729,0.002729,626.2344240000002
5,65,35,64,129648501,1000000,2862,0.002862,615.7005969999991
6,65,35,64,129628718,1000000,2753,0.002753,612.7416000000012
7,65,35,64,129623555,1000000,2858,0.002858,606.2590840000012
8,65,35,64,129618286,1000000,2902,0.002902,621.8307339999992
9,65,35,64,129605619,1000000,2809,0.002809,632.6663629999966
