-----------------------------------
Adversarial Strategy: ds
Global Inter arrival: 10.0
adversary fraction: 0.3333333333333333
Block Processing Time: 5.0
-----------------------------------
itr,QueueLen,ConstTh,ResetTh,NumBlocks,NumAttack,NumSuccessAttack,fracSuccessAttack,SimTime
0,65,65,64,129996069,1000000,58,5.8e-05,623.3335069999994
1,65,65,64,129974831,1000000,65,6.5e-05,625.5744249999989
2,65,65,64,129997997,1000000,62,6.2e-05,623.8589979999997
3,65,65,64,129960304,1000000,66,6.6e-05,625.664582999998
4,65,65,64,129991855,1000000,71,7.1e-05,628.2260099999985
5,65,65,64,130012636,1000000,59,5.9e-05,613.7366049999982
6,65,65,64,130002839,1000000,72,7.2e-05,606.8084390000004
7,65,65,64,129984701,1000000,60,6e-05,604.0967520000049
8,65,65,64,129970508,1000000,70,7e-05,609.658368999997
9,65,65,64,129984000,1000000,50,5e-05,616.0370849999963
