-----------------------------------
Adversarial Strategy: ds
Global Inter arrival: 10.0
adversary fraction: 0.3333333333333333
Block Processing Time: 5.0
-----------------------------------
itr,QueueLen,ConstTh,ResetTh,NumBlocks,NumAttack,NumSuccessAttack,fracSuccessAttack,SimTime
0,35,55,64,129962657,1000000,204,0.000204,854.0536509999984
1,35,55,64,129969985,1000000,210,0.00021,854.5899270000009
2,35,55,64,129965957,1000000,218,0.000218,856.0502820000002
3,35,55,64,129946080,1000000,209,0.000209,856.4876369999984
4,35,55,64,129980908,1000000,216,0.000216,856.9039110000012
5,35,55,64,129982163,1000000,206,0.000206,854.7099789999993
6,35,55,64,129969967,1000000,203,0.000203,857.0763699999989
7,35,55,64,129985889,1000000,212,0.000212,853.1401000000005
8,35,55,64,129959152,1000000,232,0.000232,853.0177409999997
9,35,55,64,129939025,1000000,221,0.000221,858.1496750000006
