-----------------------------------
Adversarial Strategy: ds
Global Inter arrival: 10.0
adversary fraction: 0.3333333333333333
Block Processing Time: 5.0
-----------------------------------
itr,QueueLen,ConstTh,ResetTh,NumBlocks,NumAttack,NumSuccessAttack,fracSuccessAttack,SimTime
0,35,35,64,129650686,1000000,2779,0.002779,855.5141530000001
1,35,35,64,129614326,1000000,2830,0.00283,855.1601019999998
2,35,35,64,129618881,1000000,2839,0.002839,855.063239000001
3,35,35,64,129625274,1000000,2689,0.002689,856.2826299999997
4,35,35,64,129654500,1000000,2709,0.002709,856.2185100000006
5,35,35,64,129657145,1000000,2857,0.002857,854.3645670000005
6,35,35,64,129638030,1000000,2772,0.002772,854.9217659999995
7,35,35,64,129630153,1000000,2883,0.002883,855.4157560000003
8,35,35,64,129625853,1000000,2857,0.002857,854.9485029999996
9,35,35,64,129601629,1000000,2809,0.002809,853.7323410000008
