-----------------------------------
Adversarial Strategy: ds
Global Inter arrival: 10.0
adversary fraction: 0.3333333333333333
Block Processing Time: 5.0
-----------------------------------
itr,QueueLen,ConstTh,ResetTh,NumBlocks,NumAttack,NumSuccessAttack,fracSuccessAttack,SimTime
0,25,25,64,128663213,1000000,10297,0.010297,621.2742939999989
1,25,25,64,128678350,1000000,10275,0.010275,621.1487759999982
2,25,25,64,128641668,1000000,10524,0.010524,620.6618139999991
3,25,25,64,128652998,1000000,10283,0.010283,622.1939170000005
4,25,25,64,128663014,1000000,10214,0.010214,620.9972329999982
5,25,25,64,128670717,1000000,10373,0.010373,623.345236000001
6,25,25,64,128661183,1000000,10218,0.010218,620.5771070000046
7,25,25,64,128663798,1000000,10413,0.010413,624.6302269999942
8,25,25,64,128647707,1000000,10287,0.010287,621.2013739999966
9,25,25,64,128616700,1000000,10494,0.010494,621.3820269999997
