-----------------------------------
Adversarial Strategy: ds
Global Inter arrival: 10.0
adversary fraction: 0.3333333333333333
Block Processing Time: 5.0
-----------------------------------
itr,QueueLen,ConstTh,ResetTh,NumBlocks,NumAttack,NumSuccessAttack,fracSuccessAttack,SimTime
0,25,35,64,129642384,1000000,2771,0.002771,611.2024840000013
1,25,35,64,129618394,1000000,2824,0.002824,602.3144530000063
2,25,35,64,129631193,1000000,2875,0.002875,600.9634070000029
3,25,35,64,129638241,1000000,2692,0.002692,602.4978510000001
4,25,35,64,129664109,1000000,2691,0.002691,602.3204499999993
5,25,35,64,129671903,1000000,2907,0.002907,602.6041479999985
6,25,35,64,129648180,1000000,2776,0.002776,605.370170999995
7,25,35,64,129647531,1000000,2846,0.002846,602.5524250000017
8,25,35,64,129633907,1000000,2874,0.002874,610.9916249999951
9,25,35,64,129620503,1000000,2812,0.002812,616.8311979999999
