-----------------------------------
Adversarial Strategy: ds
Global Inter arrival: 10.0
adversary fraction: 0.3333333333333333
Block Processing Time: 5.0
-----------------------------------
itr,QueueLen,ConstTh,ResetTh,NumBlocks,NumAttack,NumSuccessAttack,fracSuccessAttack,SimTime
0,45,15,64,124664805,1000000,40708,0.040708,821.7435909999986
1,45,15,64,124682112,1000000,40720,0.04072,821.7350039999947
2,45,15,64,124683304,1000000,40536,0.040536,822.6216849999983
3,45,15,64,124684774,1000000,40509,0.040509,823.9287990000012
4,45,15,64,124685449,1000000,40418,0.040418,820.9434110000002
5,45,15,64,124695580,1000000,40606,0.040606,823.3639149999944
6,45,15,64,124696695,1000000,40439,0.040439,820.6631879999986
7,45,15,64,124668872,1000000,40768,0.040768,822.6360380000042
8,45,15,64,124647135,1000000,40699,0.040699,820.936910999997
9,45,15,64,124709941,1000000,40410,0.04041,821.6747880000039
