-----------------------------------
Adversarial Strategy: ds
Global Inter arrival: 10.0
adversary fraction: 0.3333333333333333
Block Processing Time: 5.0
-----------------------------------
itr,QueueLen,ConstTh,ResetTh,NumBlocks,NumAttack,NumSuccessAttack,fracSuccessAttack,SimTime
0,45,35,64,129638589,1000000,2791,0.002791,852.3252800000046
1,45,35,64,129618889,1000000,2809,0.002809,853.0681919999988
2,45,35,64,129626252,1000000,2818,0.002818,854.3397409999961
3,45,35,64,129637142,1000000,2692,0.002692,852.5143039999966
4,45,35,64,129648031,1000000,2718,0.002718,854.7430500000046
5,45,35,64,129647196,1000000,2874,0.002874,854.2613679999995
6,45,35,64,129634447,1000000,2757,0.002757,852.1609040000039
7,45,35,64,129627030,1000000,2851,0.002851,854.5247579999996
8,45,35,64,129623176,1000000,2888,0.002888,853.6297789999953
9,45,35,64,129603789,1000000,2813,0.002813,854.6501699999935
