t,frac
0.0,0.330
0.2,0.336
0.5,0.345
1,0.361
2,0.402
4,0.533
t,frac
0.16562,0.334
2.4297600000000004,0.395
5.19912,0.461
t,frac
0.16562,0.334
2.4297600000000004,0.395
5.19912,0.461
t,frac
0.16562,0.334
2.4297600000000004,0.395
5.19912,0.461
